,NACL60-1,NACL60-2,NACL60-3,NACL20-1,NACL20-2,NACL20-3,NACL100-1,NACL100-2,NACL100-3,HN-1,HN-2,HN-3,Fermentation_L9h,Fermentation_L19h,Fermentation_L30h,Fermentation_R9h,Fermentation_R19h,Fermentation_R30h,MU
TD01GL002785,1.1040795580141987e-07,1.2827724151535116e-07,2.6735505699036796e-07,4.826584937717742e-08,2.8548404643923243e-08,2.3745968419270208e-08,2.2629337747654774e-07,7.867166152476219e-07,4.6677572860330214e-07,1.5026116599123897e-07,1.875588132900701e-07,2.718813680386873e-07,5.808402508235615e-07,1.2576325200140393e-07,1.6001444417079383e-07,2.8856090026959795e-07,1.8638676218229364e-07,7.987753335821301e-08,1.69e-07
TD01GL002786,1.2619131043992462e-07,1.1566221909517513e-07,1.3986799293743017e-07,4.883600449695526e-09,1.7123376990678493e-08,1.5277263625149245e-08,,,,8.73551727806456e-08,1.2587151559254554e-07,1.1654514045709394e-07,,,,,,,1.66e-07
TD01GL002787,2.262868720221522e-06,2.4257670200575423e-06,2.0080217863923157e-06,3.518846833435912e-07,4.145471130219764e-07,3.0902034430363873e-07,2.0359913457749842e-06,2.1611655736329057e-06,1.931458389901839e-06,1.92699413247281e-06,1.9201919069340037e-06,2.8719937237552667e-06,4.321052877696794e-06,2.1766278482317493e-06,1.6954625886428996e-06,2.5550691758948543e-06,2.1527724586559197e-06,2.1804568419372e-06,2.87e-07
TD01GL002788,,,,,,,1.229981427102478e-08,1.982109618929847e-08,2.6508055917073892e-08,,,,,,,,,,
TD01GL002789,4.201135855621116e-06,3.754518140897403e-06,2.6621485162514906e-06,1.0434691412213017e-07,1.1078796046543909e-07,9.180930330296496e-08,3.8699575775492947e-07,6.487008437306249e-07,5.507567428590128e-07,2.4619359979734146e-06,2.4546992628064567e-06,3.1125366327526e-06,7.884316315323476e-07,3.2215883516140608e-06,2.8096938667425264e-06,3.238607011719122e-07,2.5768204428065667e-06,2.0167372072963943e-06,
TD01GL002790,3.500174434703272e-06,3.05083714439895e-06,3.1249386793964632e-06,1.0881267594833653e-06,1.4169398988262491e-06,1.3459180039238604e-06,1.0548588049913349e-06,1.1017203333059925e-06,1.1173205708110903e-06,3.68080761016058e-06,4.132955017924401e-06,4.393686589530408e-06,4.211152751695284e-06,2.496760058302667e-06,2.2527363462776006e-06,2.116376405211927e-06,2.2014028015812807e-06,2.0513652021944916e-06,1.38e-06
TD01GL002791,,,,,,,6.000311743392687e-09,3.6992211095788147e-09,5.137253264629389e-09,,,,,,,,,,
TD01GL002792,,,,,,,4.571095541916813e-09,1.1471080268480603e-08,1.3648663197016466e-08,,,,,,,,,,
TD01GL002793,3.690051536205369e-08,2.8159288037690773e-08,4.5003672941484134e-08,2.203056096818253e-08,2.3927391207736057e-08,2.130176646883798e-08,1.764288955956012e-09,9.619884738963154e-09,9.045649132773023e-09,,,,,,,,,,
TD01GL002794,3.3592580728111993e-06,2.767352806461761e-06,3.0790979834132207e-06,1.4826570274628557e-06,7.908155562486898e-07,1.7281342050989878e-06,7.554943566541794e-07,1.061133738241701e-06,8.529777692873975e-07,1.1186491255286917e-06,1.3625136401511283e-06,2.895956431957477e-06,3.264680177349958e-06,2.847628212643804e-06,2.3623471831678247e-06,1.8976965817607557e-06,2.625677671571255e-06,1.8247312210237236e-06,1.62e-06
TD01GL002797,7.319570586824735e-06,5.37596989600496e-06,4.267415254226857e-06,1.9506329197778397e-07,2.0736616624759038e-07,1.9325342403302125e-07,2.964766923252643e-07,2.4302187911208385e-07,3.414843273859803e-07,4.13260211047397e-06,3.748199003395722e-06,4.074733081503678e-06,1.7714104211263916e-06,4.016102880256612e-06,6.388647668295709e-06,5.42583277096508e-07,2.8328447541563895e-06,6.437128681748545e-06,1.42e-06
TD01GL002798,1.0073512076529345e-06,1.154943971564608e-06,1.1615440752823999e-06,1.1349631931656965e-06,1.1403092712780974e-06,1.111729474356232e-06,4.01512909733652e-07,4.890306317816316e-07,4.7391000187654367e-07,7.686276284522217e-07,1.148877514367578e-06,1.1575101572490315e-06,8.740138670070451e-07,6.662922659276153e-07,4.968616275092722e-07,4.497258858708085e-07,3.2895802134264656e-07,4.5606671843308624e-07,
TD01GL002799,2.2283598460573765e-08,2.897522240184402e-08,5.298358975906061e-08,,,,2.6726889409300923e-09,2.30042215894241e-09,6.508189704431103e-09,2.104398033660417e-08,5.082501606591953e-08,5.121041942729797e-08,4.9846836456931245e-08,3.662734153132311e-08,3.691582270821333e-08,3.392230171571017e-08,5.295450562337553e-08,3.005048877332233e-08,
TD01GL002801,3.0705896038516895e-07,2.8488045801405986e-07,5.362279628391041e-07,2.2259019598275444e-07,1.608405194078117e-07,2.0140607492137274e-07,9.811443872096931e-08,1.552981337935952e-07,1.9505938575788984e-07,2.9647028717314766e-07,4.6374982948754197e-07,4.921168856183227e-07,,,,2.489249119180402e-07,1.8657584383667498e-07,1.9572803279645034e-07,7.780000000000001e-08
TD01GL002802,,,,,,,1.8876061889221523e-09,3.963740319538927e-09,4.273303399761314e-09,9.857245904325758e-09,2.598879559799488e-08,1.508269586348494e-08,,,,3.992219513899149e-08,3.74601726130516e-08,1.699293011814048e-08,
TD01GL002803,6.100546575237978e-08,4.282182651806042e-08,7.733038658280559e-08,,,,3.003096274019238e-09,1.547563677873355e-08,7.099259855645284e-09,7.14680288238723e-08,4.0498748949300426e-08,8.997536961133625e-08,,,,,,,
TD01GL002806,2.5224711811352997e-07,2.6830676322627e-07,3.6236163091718925e-07,9.66404100884766e-09,1.9810039787816072e-08,1.0353575866088737e-08,1.1415015003987151e-08,5.658455343168928e-08,4.7208875287681776e-08,2.668093531652559e-07,3.534005327236576e-07,4.658251847651696e-07,2.299980659236998e-08,3.4318039234107e-07,1.861398499734384e-07,5.364030202399948e-08,2.1308433369782888e-07,1.4968448384147092e-07,
TD01GL002813,3.405735190448412e-07,1.9411880260507882e-07,3.2766775595727733e-07,1.1001684313419522e-07,1.445376800944328e-07,1.243076375942786e-07,6.484401723516233e-08,1.4216078754797435e-07,1.2998944969189955e-07,2.1655474236786804e-07,3.808243909933591e-07,4.1784253582908927e-07,3.434923110220292e-07,3.854645169127497e-07,4.1942319202324625e-07,2.1839377512436608e-07,1.5474014676911893e-07,9.959846716851341e-08,
TD01GL002816,,,,1.7761463536366156e-05,1.3792095089130545e-05,2.0635656091312516e-05,1.0465803826323699e-05,8.822113168011986e-06,6.064129696721994e-06,,,,,,,,,,4.86e-06
TD01GL002817,2.3859989212784632e-08,9.54579955354362e-09,2.064401381791676e-08,,,,,,,,,,,,,,,,
TD01GL002818,2.421877117790291e-07,2.3069147936280438e-07,2.573582931320351e-07,,,,1.8311110555137677e-08,2.587257852690407e-08,2.5445252086829524e-08,1.6640437619613882e-07,2.591748849341474e-07,2.6703194926564245e-07,3.2276168480687637e-07,5.520710896693445e-08,1.6735234781383856e-07,3.2748473520404583e-07,1.984560955145666e-07,1.4124602438769447e-07,2.3100000000000002e-07
TD01GL002820,3.661622859381839e-08,1.7060123151714344e-07,9.13888235292669e-08,,,,6.371197283506956e-09,1.3263842725225488e-08,2.0737752173986232e-08,9.537238572962307e-08,1.7637723816886648e-07,9.104569302545886e-08,,,,,,,
TD01GL002821,1.984930023814719e-06,1.7346524278010397e-06,2.0136798885063984e-06,,,,2.5109699028365805e-07,3.5313016581311966e-07,3.707982661575484e-07,1.8115460766981138e-06,2.1298240292663014e-06,2.1339780174134427e-06,1.1185009040526836e-06,1.1894304388615008e-06,1.925052934657316e-06,6.54825583321724e-07,1.2838456509255403e-06,1.374033885707468e-06,1.23e-07
TD01GL002823,8.50217005902306e-07,9.044718113357851e-07,6.573503623254533e-07,3.113339341494769e-07,4.2250052502869475e-07,3.507235690038688e-07,5.5720983255083957e-08,1.1193977695049903e-07,1.2909441598833345e-07,6.900046893816476e-07,1.044680133685044e-06,1.0250022770693026e-06,4.5683454133505754e-07,7.574009106696683e-07,1.0460767822063767e-06,4.434049148577284e-07,8.557516710136336e-07,1.0406539410021127e-06,7.71e-08
TD01GL002828,3.555621453906544e-09,3.2643703214770937e-09,8.038538657967353e-09,2.9529353900497895e-09,1.1395701864114012e-09,1.5469877608024818e-09,5.297276360046253e-10,2.268223884950899e-09,4.087214421192359e-09,,,,,,,,,,
TD01GL002829,4.024982665490495e-07,1.6591328069369878e-07,3.2760435774020586e-07,,,,1.7648377483722323e-08,5.05214220064554e-08,8.951036121823657e-08,1.8528689720228934e-07,4.7286582938266665e-07,3.4058307307573774e-07,,,,,,,
TD01GL002830,6.10671408032212e-07,3.4017490037559336e-07,4.4059753577586335e-07,1.084491738539855e-07,8.830559434665634e-08,2.1265382880918474e-07,,,,2.983164930812661e-07,5.551543615600425e-07,4.5181941991669774e-07,,,,,,,
TD01GL002832,1.6247828778401533e-08,1.950116115909222e-08,3.77199256494475e-08,,,,1.930175956304602e-09,4.771968255465803e-09,5.004583647713597e-09,,,,,,,,,,
TD01GL002841,2.8308040605852265e-06,2.344093401024815e-06,2.5050763784727054e-06,,,,7.067145520823573e-09,6.3626623322455496e-09,8.340864786587063e-09,4.996299793752324e-06,5.6240024575671425e-06,6.264630675190203e-06,4.473324371230439e-06,2.3004760026158114e-06,2.7319416869233e-06,1.671190783609075e-06,2.8967469563280264e-06,2.5917813283408964e-06,4.0899999999999997e-07
TD01GL002842,7.77866522512623e-08,2.544411227975759e-08,4.66586035639222e-08,,,,,,,3.2695174868961726e-07,4.355932574911353e-07,3.2441661391999116e-07,4.2380211741698074e-07,3.742603713955791e-08,2.6807759975501796e-08,2.2830285744603623e-07,1.0468552273414433e-07,3.729584583952781e-08,2.2e-07
TD01GL002843,1.4902232620998233e-08,6.68579682407483e-08,6.512431535244535e-08,,,,,,,5.93086507018819e-08,1.6542585848506734e-07,1.461907110612115e-07,1.512046357368441e-07,4.2502579319142455e-08,2.7693434718176175e-08,8.00011231796047e-08,3.7262287524244184e-08,2.5801574931893732e-08,
TD01GL002844,4.091381687111929e-08,1.1515546786077706e-08,3.4230111806890847e-08,,,,,,,3.1531689705031716e-08,7.276798983219971e-08,1.0407299366463517e-07,6.194287994931515e-08,36.0,1.3808482388730356e-08,4.221430223806872e-08,3.554877607725924e-08,36.0,
TD01GL002852,1.1119726710088866e-08,1.1520892053555059e-08,2.325409682872375e-08,,,,,,,4.4525420382009235e-09,1.5320558113683012e-08,2.34169390191776e-08,2.6023919549614264e-08,2.5478744358854055e-08,3.266226115263485e-08,2.0116460528895337e-08,5.5599462492210914e-08,1.5560266277901343e-08,
TD01GL002857,4.1526955931623496e-07,3.9756432068090577e-07,3.897657216983835e-07,,,,2.5585772120576756e-08,4.1690191811792515e-08,4.8046409197842015e-08,3.477628331129153e-07,4.697686366372492e-07,5.797529248831528e-07,3.82681083764044e-07,5.054059757998766e-07,4.6296236076700506e-07,2.818500634376192e-07,5.150111862718749e-07,3.213063608053562e-07,1.0300000000000001e-07
TD01GL002858,2.4447083810603787e-07,1.3588312565738278e-07,2.6939328979373713e-07,2.9554622457047604e-08,2.875401946773095e-08,2.517624712562448e-08,2.2467082718599444e-08,5.343619361518079e-08,5.011094221476225e-08,1.8080743686172132e-07,2.5170076515618523e-07,2.8445037187427666e-07,1.1530722085662377e-07,2.091593889395785e-07,1.0359739578576455e-07,7.177894072833736e-08,1.5545242746487333e-07,1.3183912007468666e-07,
TD01GL002859,1.4966541147947954e-07,8.407038246038413e-08,1.9107285014344253e-07,1.2128762009523253e-08,1.2658369420080443e-08,6.910455129331649e-09,5.909162456046699e-08,4.0343806384154864e-08,4.137485262090182e-08,1.1374329705986201e-07,1.8265447421460206e-07,2.2972856007450104e-07,1.1679156771180466e-07,8.483858889995833e-08,9.525473630799846e-08,8.766901718917763e-08,1.4808166716385172e-07,8.890098879740216e-08,
TD01GL002860,1.8578770773629288e-07,2.077442530820083e-07,2.5104560931681766e-07,,,,2.3126160067287764e-08,6.098756454858598e-08,4.973020774660066e-08,2.1306968393950142e-07,7.627565523369116e-07,3.7493307737293254e-07,1.5686954025033122e-07,2.0235557353628674e-07,1.9342256671216546e-07,1.405869839409324e-07,2.1475922535524405e-07,1.4270732416518505e-07,2.19e-07
TD01GL002861,1.0072787551600807e-06,4.426324809540908e-07,1.2690531238481692e-06,1.199166394643204e-07,5.653712673537753e-09,6.369930691544394e-08,1.7478656760712604e-07,2.1631048032951472e-07,2.1486175066424467e-07,8.309298847033329e-07,8.636090136615254e-07,1.2040510107547955e-06,7.113479073586822e-07,3.5565313553126746e-07,7.15780156812796e-07,4.992602539846733e-07,5.882251444805667e-07,6.220868081480188e-07,6.43e-08
TD01GL002871,,,,,,,1.0482399759945758e-09,5.0131369203757206e-09,2.068739049646094e-09,,,,,,,,,,
TD01GL002872,4.5510096060124917e-07,3.893950704766656e-07,4.80424838004943e-07,5.675347312618288e-08,8.844567491016418e-08,7.88064999220958e-08,1.2106666041542918e-08,2.8805079736850906e-08,3.418316299101972e-08,2.655020512823922e-07,4.379478798572473e-07,4.3334945167205883e-07,1.0482790612763345e-07,1.2570916389555257e-07,1.4509394055206228e-07,5.877591174588387e-08,9.513089504178609e-08,5.544654374365099e-08,6.950000000000001e-08
TD01GL002873,2.558011549551932e-09,3.5048344525942385e-09,2.394009032202418e-08,8.879929882558252e-09,1.4587028778498144e-08,1.0191221899143709e-08,3.0555258923577456e-10,1.4332648456914167e-09,7.30251812521697e-09,,,,,,,,,,
TD01GL002877,8.215002875133246e-09,2.2189488598229808e-08,4.6893184340811906e-08,,,,8.649429747046481e-09,1.7162208595539897e-08,2.2973895702752125e-08,2.8291349539151514e-09,4.18709865146933e-08,4.068186274559262e-08,,,,,,,
TD01GL002878,,,,5.23193589341185e-08,8.549418457814687e-08,5.872244888727546e-08,,,,,,,,,,,,,1.36e-07
TD01GL002884,8.440323906066257e-07,8.108966236354685e-07,9.714475841308426e-07,8.31435193732033e-09,1.496778950063696e-08,5.735393229951687e-09,5.9254299912367e-08,8.595790666295397e-08,1.4655774213493113e-07,6.380942533023354e-07,9.151285697855637e-07,1.1090250989629165e-06,4.779976739057816e-07,1.0083206002306974e-06,1.3962460266273606e-06,2.4067439471907263e-07,9.371665430002386e-07,1.343709603515272e-06,1.23e-07
TD01GL002885,6.532046803498902e-08,4.8994933036482256e-08,3.6410959029303025e-07,,,,3.4440071874805744e-08,1.900741068726641e-09,9.258437614083365e-09,5.0047999804030185e-08,1.2641944053974728e-07,3.998200430063744e-08,4.6129304634199945e-08,36.0,7.112273300052274e-08,2.3499374787089336e-08,1.03857556853725e-07,4.671733540549291e-08,
TD01GL002888,7.309506582636867e-08,5.3928886927416205e-08,1.354013288619125e-07,,,,6.549247177582511e-08,1.6166014554065152e-07,1.2531749806436663e-07,5.01919821900097e-08,1.2890772478426025e-07,1.2755909266511002e-07,2.40204801244574e-07,9.930645038733289e-08,1.3694515600771273e-07,9.954364514541742e-08,1.9068292631853324e-07,1.1088258872190805e-07,
TD01GL002889,,,,,,,4.4319951691991696e-08,7.162859300662587e-08,9.361641604452048e-08,,,,7.210404822416372e-08,1.0363033174846481e-07,5.2244799744902295e-08,5.4831144953575745e-08,7.901757853394158e-08,4.808729971523488e-08,
TD01GL002890,1.6602618145604237e-05,1.5158645304577898e-05,1.0945473941287712e-05,8.080250173540707e-07,5.180170881946272e-07,7.184105983589916e-07,3.8710365192329145e-06,4.205610136342e-06,3.7285070090279405e-06,1.0409008425552783e-05,1.0354803117154917e-05,1.0766007196629426e-05,8.035145080405133e-06,1.0269827530038615e-05,1.243662119957926e-05,4.380213005969566e-06,1.313209154696413e-05,1.5720702886649612e-05,8.47e-07
TD01GL002891,6.420644831983351e-07,4.904115136807445e-07,6.584730654996051e-07,8.713221356545469e-08,6.971908862426854e-08,6.47478641873754e-08,5.2670792470957944e-08,1.2557094857345311e-07,1.1799183130493167e-07,4.6964107862467384e-07,6.390291391948636e-07,8.111731435306252e-07,,,,,,,
TD01GL002893,2.315171676104881e-07,1.9536860652008843e-07,3.2487750445895806e-07,9.144948605726216e-09,5.2838307680446235e-09,6.4558680605345225e-09,4.912950001812559e-08,7.274861430064111e-08,8.143251997900277e-08,2.706656394600587e-07,3.101293753434708e-07,3.6488742313092414e-07,2.3619258106278234e-07,1.3135092998418487e-07,1.443517378543651e-07,1.39576002999376e-07,2.4359652604297055e-07,1.6784854287803148e-07,6.29e-08
TD01GL002894,9.539051492113188e-05,7.068922005927897e-05,4.700776749752175e-05,8.311674206092573e-06,6.499210750111355e-06,7.284620838767458e-06,1.2051600579272433e-05,1.4628490055196517e-05,1.357247587031101e-05,5.372491658055364e-05,4.485577625114913e-05,5.591961889859138e-05,3.3131813528468005e-05,2.5446347875529134e-05,2.9337225841144272e-05,8.261510205594638e-06,2.0941074429057e-05,2.3565783392619376e-05,
TD01GL002897,8.781435984904193e-07,6.731282308165149e-07,8.022343481950347e-07,1.6036815107806956e-07,1.370675362605807e-07,1.3702040100015092e-07,2.186956357307227e-07,2.1256404384027372e-07,2.2103779579576397e-07,7.407465972017526e-07,8.657746057291217e-07,1.059496472890786e-06,7.042107245238823e-07,7.298615089453175e-07,6.566387477235094e-07,4.468017345051814e-07,6.87890559012979e-07,6.824715765906627e-07,1.4599999999999998e-07
TD01GL002898,1.121241940284235e-06,9.909521030649036e-07,1.220423734963294e-06,3.9154671824584834e-07,4.7542231429876237e-07,4.6542422484777745e-07,2.8792802704971967e-07,4.4169709522946735e-07,4.047295350771072e-07,8.400573619672032e-07,1.1067430556976578e-06,9.57378133892213e-07,3.445383619140155e-07,1.0214336124440708e-06,1.3465774487820614e-06,4.629777878581852e-07,8.259637767397435e-07,1.29805704219268e-06,3.5799999999999995e-07
TD01GL002900,,,,,,,,,,,,,,,,,,,2.3100000000000002e-07
TD01GL002901,3.269339450563566e-08,2.6852633839993803e-08,4.017797966852753e-08,,,,,,,2.4144187254629054e-08,3.902700989521248e-08,5.7573308566891406e-08,,,,,,,
TD01GL002902,,,,,,,2.441320800867894e-08,4.4419025760009345e-08,5.166184013274407e-08,,,,,,,,,,
TD01GL002903,1.7900912194787837e-06,1.7734001257248357e-06,1.7214849960651673e-06,1.1847676601053235e-06,1.2883003939462106e-06,1.110551693500032e-06,6.546935023713363e-07,7.597588047142031e-07,7.035573304370067e-07,1.7003186410709913e-06,1.8943127061284125e-06,2.396445902203491e-06,1.666400538660196e-06,1.458775422421677e-06,1.3297129740326673e-06,1.0744170494267462e-06,1.1607495769910597e-06,1.0097422491402237e-06,4.06e-07
TD01GL002904,9.603392849148033e-08,6.879061983025545e-08,1.1149595462451895e-07,4.040874238993717e-08,3.0753047251177756e-08,1.34951306139366e-08,1.413914800562715e-08,2.1674186750821452e-08,2.8067262220937212e-08,9.798186217233141e-08,1.388821812855493e-07,1.5762818481212158e-07,1.1634397273706117e-07,8.43415415096627e-08,9.640360907969769e-08,7.391773178547177e-08,1.808461761862781e-07,7.178536521916193e-08,
TD01GL002905,2.1063616100689083e-05,2.44120822687907e-05,2.4711098314245553e-05,2.1131836852603807e-05,1.6582344415432702e-05,2.195283586251307e-05,1.2492921744261158e-05,9.382718568462537e-06,7.985680654068302e-06,2.0672885227769344e-05,1.8762578796903066e-05,2.53705163157359e-05,2.6270151286133714e-05,1.4015765523307756e-05,9.600363960768194e-06,7.776867876293898e-06,1.0126966245706159e-05,9.542840990699151e-06,2.11e-06
TD01GL002906,2.5093328473062345e-07,2.578520801444865e-07,3.3386124553215275e-07,6.760983242664209e-08,4.861905042182911e-08,4.458208167359912e-08,2.643563133950853e-08,5.370912395607315e-08,5.591770938894347e-08,1.765003377682225e-07,3.1050125719354823e-07,2.899611144127996e-07,1.9207912980371507e-07,1.643330410928766e-07,1.3092903175037818e-07,1.7857764651333766e-07,1.9049432118062238e-07,1.6265409637483683e-07,
TD01GL002910,9.799094806866674e-08,3.5776298288590965e-07,1.4550843336790033e-07,3.8209642160034204e-08,1.8532130389033152e-08,7.929044364875013e-09,3.3451163198035994e-08,4.073974533200674e-08,9.681790350062804e-08,9.653622417166298e-08,4.783361377255705e-07,1.442229107579474e-07,9.048466993487783e-08,8.058259121000468e-08,6.433902300903307e-08,8.817453040303362e-08,7.301606465317097e-08,1.5998587902793967e-08,
TD01GL002911,1.2985814270278486e-08,8.496932136249637e-09,5.8302947815059706e-08,,,,1.0033358528215001e-08,1.643747535386386e-08,2.5692876865216485e-08,5.9265315902314704e-08,1.87723815010855e-08,7.537098062969354e-08,,,,1.0653881905130135e-07,5.174834183720906e-08,1.9705931503737984e-08,
TD01GL002912,3.2552761051692634e-08,2.3123626903499074e-08,9.369130423588497e-08,,,,2.8316705685448955e-08,4.471891261099311e-08,5.323231555502118e-08,7.700592213499347e-08,1.2703688290025104e-07,1.473630111155824e-07,,,,,,,
TD01GL002913,4.1846068751391157e-07,3.0998316952308094e-07,4.540734291017246e-07,3.055934482813148e-07,1.4729805371850433e-07,2.847425849424461e-07,9.185992414511577e-08,1.9979512178362455e-07,1.8179062183173285e-07,2.969146795448297e-07,6.048842241858058e-07,5.522920182803957e-07,4.049062843333586e-07,1.3835973118082404e-07,3.5757100164703483e-07,2.619888119283418e-07,2.8774851887361553e-07,1.3906254348122503e-07,7.54e-08
TD01GL002914,3.886006491994104e-08,7.14236528448835e-08,1.5247746052462145e-07,1.66844137897398e-08,2.0226840033494583e-08,6.726307000609236e-09,7.993458420454302e-09,2.1869617548284834e-08,3.100954437057515e-08,4.4550587162291265e-08,1.4286901526980682e-07,9.538438111554315e-08,7.318780366115584e-08,8.397675790290094e-08,1.2623817090857206e-07,6.733769020074354e-08,1.4577345997086524e-07,1.2139195155471273e-07,
TD01GL002915,3.4287303713381055e-06,3.793669011414392e-06,3.1122782236487473e-06,1.047466040223057e-06,9.277556415401881e-07,9.935302115390616e-07,8.709591181466142e-07,9.07429432598844e-07,9.182435635738053e-07,2.928946088257838e-06,3.18938288633782e-06,3.4810068155529203e-06,2.477586949875475e-06,2.3736860641897376e-06,2.4113537665026566e-06,1.126141727210038e-06,1.9756490535930384e-06,2.396287258783437e-06,3.14e-07
TD01GL002916,6.319950139726602e-07,4.608075787811744e-07,5.969668615672442e-07,1.405318665084447e-07,7.962734918470744e-08,1.1049086372543143e-07,9.545435247257347e-08,1.4783030131603363e-07,5.5403255339929286e-08,5.018843717254187e-07,1.7754398526951057e-07,7.804676603735894e-07,1.1519724452794909e-07,5.044791626185372e-07,3.942004150877663e-07,6.209890406192732e-08,3.4715902158386975e-07,1.8420470793372105e-07,
TD01GL002917,3.4095383638462076e-07,2.2139504213259964e-07,3.9186621032889616e-07,1.811702209362825e-07,6.09356353813061e-08,9.46387303881383e-08,1.0670431421292642e-07,1.1201299141771504e-07,1.4936988700352417e-07,3.011042295418395e-07,4.708672385264625e-07,5.518309522195559e-07,,,,3.557224637417582e-07,3.168926386441994e-07,1.367577578051382e-07,
TD01GL002919,1.3202692235404118e-06,1.3957135503951759e-06,1.3140505262217978e-06,4.892070228307586e-07,4.479663036119075e-07,5.023342100912092e-07,3.789532968998629e-07,3.392929055396645e-07,4.1340196335486483e-07,8.036029315856794e-07,1.200633973054926e-06,1.5475722270405913e-06,9.447315084585203e-07,1.0171917456798975e-06,9.115195031796379e-07,5.423548004390987e-07,9.514160344756948e-07,7.598437165753416e-07,8.84e-07
TD01GL002920,1.7893485381440865e-06,1.8846514637576794e-06,2.5324123633213132e-06,9.241588581446561e-07,4.948534131144285e-07,8.639711158731204e-07,5.308706621722763e-07,6.687990670539653e-07,6.414488613082991e-07,1.784805951694512e-06,2.1075222041577593e-06,2.108518716306914e-06,,,,8.323277825907798e-07,1.0921413191554506e-06,9.831881311610519e-07,3.08e-08
TD01GL002921,1.2767906582596047e-07,7.080884573222688e-08,1.8526357216345385e-07,3.55203606532142e-08,3.43192026468044e-08,3.925335847493263e-08,2.2300711650837475e-08,4.59256032093559e-08,2.8875552949517782e-08,1.1335184040239066e-07,2.0422319329938528e-07,2.1304173101842102e-07,1.4216369224501253e-07,1.1548617106038693e-07,1.1356367647839493e-07,7.441452526758151e-08,1.6782808891455777e-07,1.3164449458873322e-07,
TD01GL002922,4.4656253752978463e-07,1.7614641446431102e-07,2.086640637129281e-07,2.0409866555773097e-07,3.0624931737002935e-07,2.6845391305638016e-07,3.718556388617424e-08,7.021760505593762e-08,1.0714069178378376e-07,1.8930750769583246e-07,2.6158720411691487e-07,2.6294809006196434e-07,4.443017905099848e-07,9.356301109347459e-08,1.2764615057856455e-07,3.1992825104083227e-07,2.2423370995577099e-07,1.6127182824429645e-07,1.4599999999999998e-07
TD01GL002923,1.012459673112624e-06,5.175484098871081e-07,1.0189014544471939e-06,7.075152474770487e-08,4.860309211025306e-08,4.9643673808407625e-08,1.3570029922875038e-07,2.4714060801659016e-07,1.8290003401484748e-07,5.411707371854984e-07,8.751883912857195e-07,9.243910741413145e-07,,,,,,,1.85e-07
TD01GL002924,,,,1.0820059614858688e-06,1.0756258360436665e-06,1.1392541769678112e-06,9.03737436157195e-07,9.486909653888197e-07,9.956105731206427e-07,3.8429204402578806e-06,4.373405581595758e-06,4.888051276755889e-06,3.1732141965343823e-06,1.5067959697546113e-06,2.0207977534826627e-06,1.577946811881422e-06,2.338011204823066e-06,2.137908044067097e-06,1.8899999999999999e-07
TD01GL002927,9.290559765795954e-07,6.773627383820163e-07,8.937560679899975e-07,1.0425487422577021e-07,1.069642161245174e-07,1.1637395970602478e-07,1.3578621151574885e-07,1.6163212761490062e-07,2.0760194462993876e-07,4.712237014496583e-07,8.608068749337934e-07,1.0647622297947806e-06,7.394151521684848e-07,6.853336381149194e-07,6.50316394346837e-07,3.7650116537881135e-07,8.181913100682853e-07,5.621447523005099e-07,4.8600000000000005e-08
TD01GL002928,5.592011846117745e-09,3.5012029603020105e-09,8.262317350007138e-09,,,,1.211540108649099e-09,2.938534051432767e-09,3.884403128751769e-09,,,,,,,,,,
TD01GL002929,2.2909595519675192e-08,2.274464965089619e-08,5.062783421298254e-08,,,,,,,,,,,,,,,,8.08e-09
TD01GL002930,3.1984244776458336e-08,1.834599339584168e-08,6.212598183614159e-08,,,,3.922508459399585e-09,9.734892856179195e-09,9.960608618312674e-09,1.8132854203116635e-08,3.9286392945983466e-08,8.410655748886214e-08,,,,4.701758841275628e-08,1.670706164090947e-08,1.9449973040664652e-08,
TD01GL002931,2.785496268806623e-07,1.556257612338556e-07,2.961082797767018e-07,1.4162370912496465e-07,1.3675099578188223e-07,1.239889315277208e-07,2.8619223524986052e-08,5.5198448342805205e-08,5.4038689852607346e-08,7.852303894811593e-08,1.4104262655526e-07,1.1382452730958298e-07,,,,,,,
TD01GL002932,9.277743909987552e-09,1.4516762527089987e-08,3.603137235250354e-08,,,,1.138716965209402e-09,3.33543293284794e-09,8.908104412770677e-09,,,,,,,,,,
TD01GL002933,8.942899743683914e-08,9.117501775490315e-08,7.027713407268078e-08,,,,1.0912240522099517e-08,3.397098448846013e-08,2.9514149982797764e-08,6.981593850686667e-08,1.4280586214927607e-07,1.1079120855573418e-07,1.2210352149086176e-07,7.551972640993923e-08,6.581608172295718e-08,8.74399287108105e-08,1.0886947320772665e-07,7.92892236768592e-08,5.6100000000000006e-08
TD01GL002935,1.5438307712776261e-09,5.528719859869858e-09,1.676673649649403e-08,,,,3.9883727091631256e-10,3.2695743740534056e-09,7.273173588682247e-10,1.278500745894354e-08,4.380486473329052e-09,1.2490075879800358e-08,,,,,,,
