,NACL60,NACL20,NACL100,HN,Fermentation_9h,Fermentation_19h,Fermentation_30h,MU
TD01GL003095,7.606273181588755e-08,2.3938278921855247e-08,2.11721981942712e-08,1.0745083649027932e-07,,,,
TD01GL003098,6.027939709341539e-08,1.426497820878901e-08,2.6953417198593433e-08,7.107730872364895e-08,6.25689969539246e-08,7.457942477224148e-08,4.2305358215419314e-08,
TD01GL003099,8.956204106976172e-07,4.6228274188671784e-07,3.2649104586180016e-07,1.1539199202757805e-06,6.863871928009684e-07,6.064372324576019e-07,5.693776148263792e-07,1.99e-07
TD01GL003100,9.4338087408256e-09,,2.925501282255747e-09,3.000522863528336e-08,,,,
TD01GL003102,3.8365866831922e-07,5.9401552040785564e-08,8.691752778596407e-08,3.2812793939173e-07,2.2051935516330317e-07,3.8331413530150035e-07,3.8987714838691e-07,6.24e-08
TD01GL003103,3.4348337809397223e-06,2.6269638684152043e-06,1.1834023136342282e-06,3.7332519376296508e-06,2.7913527792344875e-06,2.7996784265483598e-06,3.3131120831998112e-06,3.05e-07
TD01GL003108,6.098803141170021e-07,3.418012328577706e-07,1.3542628460298866e-07,6.645989434247618e-07,6.430609748533825e-07,4.802394908317469e-07,4.923237315344642e-07,1.35e-07
TD01GL003109,1.6703616006294674e-07,2.524871106803125e-07,5.825393251414786e-08,2.6219321523891126e-07,1.623211117380045e-07,1.22813683763831e-07,5.912383868686989e-08,
TD01GL003110,3.1435884697722944e-06,8.918907567137309e-07,1.6333760025171645e-06,2.6005447408431616e-06,2.339329339288026e-06,1.522620422052495e-06,1.3038516073873764e-06,4.879999999999999e-07
TD01GL003111,5.9883927164327275e-06,1.7123396112070527e-06,3.1623630629244806e-06,6.896595137929373e-06,4.848347072335771e-06,3.641221517606091e-06,3.372155603934685e-06,4.4e-07
TD01GL003112,1.4500714383038515e-06,5.956179623891349e-07,6.096165115425981e-07,1.845528008431724e-06,1.2269047045941936e-06,7.269972882423441e-07,4.2815980631625693e-07,1.08e-07
TD01GL003113,1.5110981707357641e-06,2.705927753776794e-07,2.682423463376757e-07,1.6056586955531264e-06,6.455338041627251e-07,6.68213435160918e-07,6.46186465154657e-07,2.63e-07
TD01GL003114,9.59545116006246e-08,,3.755087073995181e-08,1.5526874896687463e-07,1.0957919990036529e-07,5.015971438323831e-08,7.233220419572682e-08,
TD01GL003115,1.0162929042978606e-07,2.4510736689140658e-08,1.9222035703655875e-08,1.0972225400071338e-07,5.905655149702147e-08,6.54589900374907e-08,3.953762326725773e-08,
TD01GL003116,1.0534999513395555e-06,3.3437067463622096e-07,2.029797945478318e-07,1.069970144675294e-06,4.96948734269031e-07,7.546246807950451e-07,6.303641177133488e-07,1.7899999999999997e-07
TD01GL003117,1.7367824735022563e-06,7.066442620895366e-07,3.1811252986559864e-07,2.1455339163575545e-06,6.342309433915881e-07,1.1300041001452473e-06,7.678729967825973e-07,7.06e-06
TD01GL003118,3.921696930457678e-07,8.212438059410187e-08,1.2104747336248995e-07,3.488194093863399e-07,1.9250291097800714e-07,4.086348290466665e-07,2.3705822614942667e-07,2.3e-07
TD01GL003120,1.500959879580369e-05,5.387246446900901e-07,3.3370344689341364e-06,1.557885563266973e-05,7.978731147316631e-06,8.198238213816332e-06,1.1741006962132453e-05,1.06e-06
TD01GL003121,1.738056594453435e-06,3.9871334145159424e-07,3.407667002702697e-07,1.6708446246716362e-06,1.2905488588803863e-06,1.1992515268970242e-06,1.4620927762474554e-06,1.1699999999999999e-07
TD01GL003122,1.1928185665613798e-07,1.3016971318057162e-08,3.1696687904217894e-08,1.5468205729563414e-07,1.4413142635160694e-07,1.1878195696743049e-07,1.4013030967838552e-07,
TD01GL003123,4.045302833132778e-08,7.79886345305154e-08,,1.8344912772807397e-07,6.444040599867576e-07,2.581278651441701e-07,1.5614737164277013e-07,
TD01GL003124,2.25782938942211e-08,,1.4103161930994503e-08,2.9417128823492078e-08,,,,
TD01GL003125,3.113751975107955e-08,,4.007421860748459e-09,4.158076598448736e-08,1.948414004877124e-08,2.4849437504722095e-08,1.570459635050578e-08,
TD01GL003126,8.040227843478733e-07,1.8303441377550545e-07,1.7057669090032235e-07,8.411118297428783e-07,5.661711453824168e-07,7.505786050343918e-07,5.341228493421933e-07,
TD01GL003130,,,,2.5201576410995126e-08,,,,
TD01GL003133,2.752668026471346e-07,,1.0222596213861989e-07,4.940131281972979e-07,2.895185819021086e-07,2.585761254040511e-07,1.160433557193383e-07,
TD01GL003134,4.888358057864218e-07,1.4395965767140403e-07,,4.5173155959414186e-07,,,,2.41e-07
TD01GL003136,1.437449744940534e-07,,3.6446958152710957e-08,2.1416899014957398e-07,1.1427720429601104e-07,1.5491789662226487e-07,1.2502793543355895e-07,
TD01GL003138,1.0382368359173284e-07,1.064087258512016e-07,1.3573190530672398e-07,4.2929997782508064e-07,4.3963517595818866e-07,1.6905216032073627e-07,2.0631506934967518e-07,
TD01GL003141,,,,,,,,7.43e-08
TD01GL003142,2.70697444682027e-08,,,,,,,
TD01GL003146,,,6.927542088316419e-09,,,,,
TD01GL003151,3.2698301795447327e-07,,,,,,,
TD01GL003153,5.280713041407649e-07,,,5.548448166439651e-07,1.2467195798940245e-07,6.666690286998671e-07,1.360111657167e-06,
TD01GL003155,4.893955484644332e-07,,8.294079311906969e-08,3.9501477938781574e-07,2.1619188965392664e-07,3.65903012365183e-07,5.283841696937833e-07,
TD01GL003156,7.653597053340333e-08,,2.424828019205699e-08,1.3550507613945842e-07,3.646361889136517e-08,7.74389077070936e-08,1.105438426960936e-07,
TD01GL003157,1.6984029284082024e-07,,1.4357707828074806e-08,1.5273243181638446e-07,3.9272637061419236e-08,1.0367453986328231e-07,7.370295995742228e-08,
TD01GL003158,8.154642963190744e-07,2.19305938933805e-08,9.478896557225256e-08,6.691001700993278e-07,5.242985144255363e-07,7.236723828838811e-07,9.485821676253717e-07,8.39e-08
TD01GL003159,1.1172158610444508e-05,3.0168286206818295e-06,5.189041007294087e-06,1.4588361922009616e-05,9.417988952624251e-06,4.874506931645252e-06,6.00306939660321e-06,3.5e-07
TD01GL003160,8.045644873213751e-07,5.680869724409329e-07,2.236834194773371e-07,9.7360131702392e-07,7.747289239737647e-07,6.791621734876556e-07,5.722265925733482e-07,2.89e-07
TD01GL003161,,,,1.4210074335215451e-08,,,,
TD01GL003163,5.440431167552703e-06,8.11487608123584e-08,7.530233515457124e-07,1.1403118283602028e-05,7.464261221910569e-06,5.433161260223228e-06,5.2773096882377315e-06,1.81e-06
TD01GL003166,,,1.2599938526680207e-09,,,,,
TD01GL003167,,2.0114946091276662e-08,2.789994100098291e-08,,,,,
TD01GL003168,8.879224368220253e-07,5.74747447382823e-07,3.977875776753772e-07,6.196371496544501e-07,7.05189052729711e-07,6.706776071286364e-07,7.889853642304326e-07,3.12e-07
TD01GL003169,,,,,,,,8.25e-08
TD01GL003170,1.1999935582543308e-07,1.0321034642473909e-07,6.258610506805171e-08,1.738683721577323e-07,1.8095179020230373e-07,7.939441991685843e-08,1.1330488418324196e-07,
TD01GL003171,1.2456148519596537e-07,9.240528996003478e-08,3.996136047984356e-08,1.7056838126467382e-07,1.4356434659465814e-07,6.183910072806997e-08,6.299573380197174e-08,
TD01GL003172,1.1587167370762282e-06,5.567464207104656e-07,4.1846720897046703e-07,1.3081993551078037e-06,1.047885441924456e-06,8.570736905196931e-07,8.132260217617598e-07,1.62e-07
TD01GL003173,8.62815648906197e-08,,1.4083637094436965e-08,1.4949729439880951e-07,,,,2.9199999999999997e-07
TD01GL003174,,,,,,,,2.65e-07
TD01GL003177,3.276454488233664e-07,6.303657410125644e-08,6.32866914016709e-08,3.2057884776646193e-07,2.0764490008893334e-07,3.1610646330392926e-07,3.3840155204834793e-07,
TD01GL003181,5.282170615867186e-06,4.744205835935012e-07,1.3581385212914505e-06,5.066472629976787e-06,2.8675917262161303e-06,2.6631313464905015e-06,3.238257285125243e-06,
TD01GL003182,1.519795190178898e-08,,5.46789159122373e-09,,,,,
TD01GL003183,9.88513300510221e-07,4.077662312633929e-07,2.484958556632335e-07,1.0556254588784605e-06,6.166002730970164e-07,7.251951525046957e-07,7.693065209416278e-07,7.72e-08
TD01GL003184,8.248688959569428e-07,2.0266266792171688e-07,2.4014968294496875e-07,9.395189932379986e-07,5.883952379756817e-07,8.147935439623965e-07,9.360618017948213e-07,4.61e-07
TD01GL003185,3.993049792342085e-07,4.9120828620951514e-08,1.5224387503565712e-07,7.760293282101027e-07,,,,1.9e-07
TD01GL003186,9.854683398255056e-07,2.183167302408034e-07,3.696071710822923e-07,1.2804900070837096e-06,7.312654277589279e-07,9.11218638207401e-07,9.581555275141504e-07,
TD01GL003187,2.531918617629479e-06,6.76438509587989e-07,9.11902974037336e-07,2.930647986995174e-06,1.6672239483331416e-06,1.9930074948784626e-06,2.1067369157046e-06,1.7600000000000001e-07
TD01GL003188,1.5188240167098778e-06,3.823950648409341e-07,7.111678582091453e-07,1.7514018239560059e-06,1.1730374707306275e-06,1.2336376635883483e-06,1.5187356444187312e-06,4.82e-08
TD01GL003190,4.673384705181063e-07,1.2419660445041067e-07,1.865724687706776e-07,5.187114808922948e-07,3.059035215031681e-07,3.353830352165771e-07,3.8408868295350486e-07,
TD01GL003191,,,7.531769296711846e-08,,,,,
TD01GL003192,7.145596111270544e-08,,1.0117553210759032e-08,6.842002957085649e-08,4.204501124262686e-08,5.5000259695929565e-08,2.7962146983951243e-08,
TD01GL003193,1.4343490534660923e-06,4.6915535339026124e-08,2.367028757813896e-07,1.4669031218328954e-06,6.763887925534674e-07,1.8008438184986404e-06,2.354920480220765e-06,3.16e-07
TD01GL003194,5.9415898608374375e-08,,3.447277686948478e-08,8.799151168817982e-08,1.0407419458661714e-07,1.6504488466548015e-07,1.4963628208989018e-07,
TD01GL003195,1.5951963118899663e-05,1.5212001815218331e-06,2.6251081967298457e-06,1.351346720221354e-05,6.820976081027386e-06,9.85598742261921e-06,1.1549429454291499e-05,5.76e-06
TD01GL003196,,,,,,,,3.07e-07
TD01GL003198,6.713649763430932e-08,3.225004406836553e-08,,7.436491062526877e-08,,,,
TD01GL003199,1.2768191260869869e-05,5.155314124668837e-06,2.8266284844639726e-06,1.1997845695201233e-05,8.678592022735904e-06,6.144351789559695e-06,5.9285469483220704e-06,5.51e-07
TD01GL003202,2.1647208584015595e-06,1.6549114281761348e-07,2.2705331239176453e-07,1.6364597453151434e-06,1.5143146693641585e-06,1.1176014040824393e-06,1.991760199174291e-06,2.66e-07
TD01GL003203,1.1295976258409848e-06,3.805339896171576e-07,3.6617132486024596e-07,1.3092164556466622e-06,1.0600582345259369e-06,7.067538279653406e-07,5.788923683032073e-07,1.6100000000000003e-07
TD01GL003204,7.0005131655406e-06,8.86465582331533e-07,1.042963127151496e-06,8.239991198240302e-06,3.5179711927669237e-06,3.3921713399717427e-06,3.457856980120337e-06,1.47e-06
TD01GL003205,1.2426627045976944e-07,2.99174431011804e-08,,1.3991257010847548e-07,1.6622466870191265e-07,1.4506239317793097e-07,1.8118646994922887e-07,
TD01GL003206,1.0823529024315392e-07,6.87375401028462e-08,4.0470971258871744e-08,1.3083577017522097e-07,1.0774967603865064e-07,1.5046808329770522e-07,8.204320048245633e-08,
TD01GL003207,1.7828836746307261e-06,9.627786567038778e-07,3.209337838169501e-07,2.0729751818907326e-06,8.672744386153606e-07,9.493072479108608e-07,9.140397337422618e-07,3.2200000000000005e-07
TD01GL003209,8.214868091825412e-07,1.6078497573974385e-07,2.319789557049336e-07,8.544785756986193e-07,6.91077128781291e-07,6.934965545381985e-07,6.483703536775827e-07,3.3700000000000004e-08
TD01GL003211,1.8788091838338464e-07,1.4560742224743662e-07,8.726284861747066e-08,2.9428567817399006e-07,3.221458840703651e-07,1.3575602499822703e-07,1.0115840667331237e-07,
TD01GL003212,3.436745617119517e-06,1.1285096577318308e-06,1.2349524538731826e-06,2.9958666451921833e-06,3.0156422608484496e-06,1.4101013666618283e-06,2.3733468944860036e-06,5.42e-08
TD01GL003213,8.844476744758909e-06,1.8936440013808987e-07,2.859377646642948e-06,9.211662486632403e-06,4.682080372984567e-06,6.042358523680376e-06,7.550749181708956e-06,3.2100000000000003e-07
TD01GL003214,,,,,,,,1.7699999999999998e-07
TD01GL003215,6.773006770485037e-08,,,,,,,
TD01GL003223,,,,1.44535065242765e-08,,,,
TD01GL003226,3.446757711589434e-09,,,2.3420543334604386e-08,,,,
TD01GL003230,1.2453057212751233e-08,,2.4651727989376215e-09,1.493403221248067e-08,,,,
TD01GL003232,,,2.7323241315240715e-09,,,,,
TD01GL003233,,,5.116960162993897e-09,,,,,
TD01GL003241,1.1730159318624482e-06,5.289614218326967e-07,2.7992907800657306e-07,1.2323302108299902e-06,8.683520219745448e-07,7.698836666524719e-07,6.469666756617916e-07,5.4400000000000004e-08
TD01GL003246,1.005315462986542e-06,3.4959814081261057e-07,2.5171293797037464e-07,1.1184200815641312e-06,5.972435497033877e-07,7.894320206532631e-07,7.680266582014158e-07,1.11e-07
TD01GL003247,1.4216938284732159e-06,4.6258943619086387e-07,6.22056753613091e-07,1.5587532342827404e-06,1.2448419536842836e-06,1.2164428492592431e-06,8.855354815348385e-07,3.2e-07
TD01GL003249,8.281451165530023e-07,3.750531045982252e-07,3.825857324221046e-07,9.008831584510814e-07,9.523695123118088e-07,5.128786507852175e-07,3.407521320135595e-07,1.29e-07
TD01GL003251,,,,,,,,2.37e-07
TD01GL003253,5.797777072438644e-06,5.501672811094076e-06,4.659675205257028e-06,7.337130425576687e-06,7.1268206786118525e-06,4.226046929812646e-06,2.6150580086306134e-06,
TD01GL003254,5.2265240951939376e-08,,1.506887772034684e-08,,6.812398078213466e-08,7.02858265368333e-08,7.513050629717227e-08,
TD01GL003256,6.531678873946106e-06,1.004609646733121e-06,1.1456110277962692e-06,6.470374044484723e-06,2.3573493934728314e-06,3.445731536342451e-06,3.3627293320676408e-06,3.05e-07
TD01GL003257,2.533977748213877e-06,2.2391673786693846e-07,7.534975361036709e-07,2.8551934048910956e-06,2.228800158109201e-06,2.147031854793158e-06,1.7340543508205012e-06,4.870000000000001e-07
TD01GL003259,3.369924328189161e-07,2.3210205438270567e-08,8.28651620548767e-08,4.082492043146117e-07,4.4591143112172054e-07,3.687647337644683e-07,3.6758104958770307e-07,2.01e-07
TD01GL003264,4.39926195625423e-08,3.540523710017737e-08,3.672220512684532e-08,1.095803593908345e-07,2.9535598731300146e-07,7.646304246730766e-08,3.286797561305967e-08,
TD01GL003265,2.1023519056689065e-06,1.0221447337735038e-06,4.666147520814774e-06,1.925612572342327e-05,2.1226271530284575e-05,1.3316052119141867e-05,1.3411681002621171e-05,
TD01GL003266,2.2271983175550634e-05,2.107612999774378e-06,5.053933292084342e-07,9.435288511437845e-06,3.1343269126878196e-06,1.9937598207645466e-06,1.9714732132514e-06,
TD01GL003267,1.0219848000414134e-07,4.99576708230887e-08,1.9882501423539644e-08,1.3878884425578214e-07,9.70709052746957e-07,8.09951741404515e-07,6.799296508817763e-07,3.1e-08
TD01GL003270,4.210954172273299e-07,,7.963124935553702e-08,4.506856717636239e-07,6.62119423471113e-07,6.154804603267817e-07,4.928962497062245e-07,
TD01GL003276,5.7475041731081045e-08,,1.5957918946817442e-08,7.917117441064137e-08,,,,
TD01GL003277,1.8304982222573624e-07,,1.75126631195244e-08,2.4038342774331374e-07,,,,
TD01GL003278,1.8559780634228064e-07,1.8613267851245397e-07,4.8406533814853125e-08,2.042841077404958e-07,1.3313186211891787e-07,9.712430313695221e-08,1.3301226709258326e-07,
TD01GL003280,3.57645710419071e-06,2.4191241755052824e-08,9.464723863766245e-08,1.934401730166327e-06,2.594848814119065e-06,3.3225950555847904e-07,7.832477349549917e-08,7.4e-08
TD01GL003281,5.658909918751008e-06,1.6568857024411254e-06,1.3412731929351586e-06,5.838470926537307e-06,3.798097100050116e-06,2.5796672624059347e-06,2.0660503820383403e-06,1.28e-06
TD01GL003283,4.449160229803851e-08,,,,,,,
TD01GL003287,3.522705358420396e-07,2.468147334592934e-08,4.853949766899822e-08,4.995382151253931e-07,3.2447702294830733e-07,2.0474993335120903e-07,2.5421369972284613e-07,4.26e-08
TD01GL003288,2.037251367682779e-07,,6.053795685006791e-08,2.1413039755548178e-07,1.4887565420282117e-07,2.930951750224545e-07,3.7204972600715093e-07,
TD01GL003289,4.0154064625918276e-08,,6.3648357124498e-09,6.353802697315646e-08,6.300958639063017e-08,2.0046116925668978e-07,2.0078129271747744e-07,
TD01GL003291,2.3446866093513966e-07,,1.5403638673094213e-08,2.876928712942492e-07,8.143462816585756e-08,3.827329744841349e-07,7.083089449296781e-07,8.74e-08
TD01GL003292,,,3.2303487496528783e-09,1.7961717179446055e-08,,,,
TD01GL003297,1.832837057721311e-07,2.4516028713178427e-08,1.2968030213720493e-08,1.413900152870736e-07,9.932751558799433e-08,2.4265700586424626e-07,1.4090930104378574e-07,
TD01GL003298,2.938359182033653e-08,,,3.8839735698522456e-08,1.5197736176930386e-08,1.3485148639687447e-06,5.267698210356877e-08,
TD01GL003299,3.494423680956795e-07,,6.721989055108251e-08,2.883781568014139e-07,1.9539007297442946e-07,2.5490970970365e-07,2.651090481265938e-07,2.85e-07
TD01GL003300,1.7889568976401163e-06,,2.01972723780479e-07,1.84578061318552e-06,1.0883028341146403e-06,1.6523130860368538e-06,2.119314493323731e-06,1.8800000000000002e-07
TD01GL003302,8.774845559907225e-08,5.001145805473086e-08,1.5961999716614693e-08,1.0696819029855498e-07,5.655889658169007e-08,6.408019585932277e-08,6.266256052144937e-08,
TD01GL003303,1.2719006879511147e-07,5.646292038370615e-08,3.3879473243315757e-08,1.6101054157668485e-07,1.0933710155200345e-07,1.3477849451758667e-07,1.0347603762913163e-07,5.88e-08
TD01GL003304,4.30324576262967e-07,1.9772780118956762e-07,1.2342352947644118e-07,4.538124259944017e-07,2.8045675622739907e-07,2.5024578925470353e-07,3.206443516570277e-07,1.29e-07
TD01GL003305,2.418466606845824e-06,1.9822426552706561e-07,4.4535446381183057e-07,2.130507463317514e-06,1.1087199304594889e-06,1.736255131178741e-06,1.3741490765195537e-06,9.269999999999999e-08
TD01GL003306,2.809039082695681e-07,1.8183284039718263e-07,7.968536517651275e-08,4.2296109345706074e-07,3.3277487145727436e-07,1.9889009563484672e-07,1.774946456438828e-07,6.99e-08
TD01GL003316,,,1.5010397736561154e-08,,,,,
TD01GL003317,5.116040788523921e-07,6.072671278213765e-08,3.5512323351454075e-08,4.969903143611998e-07,2.1543978763653943e-07,3.312437984283275e-07,2.7276641044027447e-07,5.17e-08
TD01GL003318,3.9061165573985475e-08,,,6.759872648642276e-08,,,,
TD01GL003320,2.257507620499387e-08,,7.156083740070094e-10,2.6668865608737097e-08,1.7074885235071626e-08,3.653483623115774e-08,2.9820988947645727e-08,
TD01GL003321,2.7477885887757927e-06,3.4661440005517735e-07,8.723621058049253e-07,2.5640295715792458e-06,2.763726611660801e-06,2.8180711734666496e-06,5.807899313747099e-06,
TD01GL003322,2.3719962099802462e-08,8.855183020525237e-09,6.3926226600659925e-09,3.200094595561969e-08,5.233224070636014e-08,4.5013122046211524e-08,4.594840004057686e-08,
TD01GL003325,1.0391878536665072e-07,6.47053553522139e-08,4.568580951525952e-08,1.5398034377160472e-07,8.115156291992213e-08,1.9736953140801137e-07,1.593126931310605e-07,1.3e-07
TD01GL003326,9.597353044334825e-07,7.691243717256529e-08,2.1701160732457666e-07,1.1148133090970924e-06,4.914311134318056e-07,7.123384429278742e-07,7.370395046712061e-07,2.91e-07
TD01GL003327,1.8609054175407847e-06,3.724137873032379e-07,3.582682507615797e-07,1.9786721192210904e-06,1.0110405403546667e-06,1.3501350618286125e-06,1.2442295752234364e-06,
TD01GL003328,3.0672936675859446e-08,1.2030885052194597e-08,3.752516440525048e-09,6.504714168395123e-08,,,,
TD01GL003329,3.6141354991732505e-07,,2.531566957068878e-08,5.371121240554048e-07,3.2283936618369035e-07,2.8118426025464677e-07,1.3919927125280977e-07,3.01e-07
TD01GL003330,4.563830913973294e-07,6.140007002094324e-08,5.7505030349292837e-08,6.703199570047472e-07,3.389972817611329e-07,1.7806605131628568e-07,1.4980722688416919e-07,5.1500000000000005e-08
TD01GL003332,4.062405105010844e-07,,5.087108234867524e-09,5.315936990500683e-07,3.312167766329317e-07,8.762170679432723e-07,1.499994365592479e-07,
TD01GL003333,2.692888029433188e-07,1.1062227847186248e-08,8.363692134609021e-09,3.055789683876083e-07,2.3078832027024068e-07,2.0827025919180843e-07,2.073282366128267e-07,
TD01GL003334,5.45615729629558e-08,,2.0641611724556905e-08,5.8303469063399645e-08,,,,
TD01GL003335,1.2020468993309983e-07,,7.026398359444188e-08,1.4867295283493346e-07,,,,
TD01GL003336,1.2288586237672127e-07,,8.226848310237559e-08,1.491179421984716e-07,2.2161017349236763e-07,1.627290778625414e-07,1.307843356427382e-07,
TD01GL003337,4.267268303086526e-07,,1.6028945034973006e-07,4.5983410695758846e-07,4.5083313881684344e-07,1.8114252438357695e-07,2.0889072070394497e-07,
TD01GL003338,5.473961728791577e-08,,3.286326064788016e-08,7.295709558464165e-08,,,,
TD01GL003339,,,2.3650759198983104e-08,,,,,
TD01GL003341,8.462041524687804e-09,,,1.4878158293403165e-08,,,,
TD01GL003343,1.2623773733852553e-06,,,9.366462435452837e-07,6.844458150449107e-07,9.129529342647196e-06,6.650174713935643e-06,
TD01GL003344,2.2925159227067757e-06,,,1.8713690616830498e-06,1.9395920189648447e-06,1.216964148392428e-05,2.4356876539747336e-05,
TD01GL003345,1.2659998639434775e-06,1.664114206556604e-08,,1.2298861524874813e-06,1.0610379582302165e-06,8.254792796265591e-06,1.5303979415132383e-05,4.26e-08
TD01GL003346,2.690853128762303e-07,,,1.7945898631509133e-07,4.2333921186688144e-07,6.074818117679171e-06,5.9385054329611615e-06,
TD01GL003347,2.198441635336249e-07,,,1.425030726267923e-07,3.51004597770478e-07,5.78637295430476e-06,6.205518523109971e-06,
TD01GL003348,1.0518098928920034e-07,3.4646545862204574e-08,1.9654323759097377e-08,8.1300842254979e-08,2.514538414332721e-08,1.8501173195321344e-08,9.537362496882948e-09,
TD01GL003349,2.1380989847755917e-07,2.141380007037986e-08,6.510442458223077e-08,2.772670219759391e-07,,,,
TD01GL003350,4.4805697511908455e-08,,1.494650890796419e-08,2.3567835479669084e-08,,,,
TD01GL003351,4.6570142157644125e-07,,4.671828863991485e-08,5.486320073828689e-07,2.029723127086581e-07,1.879468617666284e-06,2.114509610799044e-06,
TD01GL003352,,,5.738262733983555e-08,,,,,
TD01GL003353,,,,9.276991489668587e-08,5.0325851125369584e-08,2.787978167492378e-08,7.441547918526965e-08,
TD01GL003358,5.398349026552701e-08,,2.2199261775138494e-08,7.602939174577739e-08,,,,
TD01GL003361,,,8.274558661738448e-09,3.255682387395876e-08,,,,
TD01GL003362,7.272404487487755e-08,,2.994638614764141e-08,1.069770206972844e-07,1.3069969258227882e-07,5.212339210777234e-08,3.9460488736876134e-08,
TD01GL003363,2.765718461734942e-07,,1.4801199881646621e-08,3.2732619611787017e-07,4.399680564890641e-07,4.619421100120734e-07,2.9670924810409287e-07,
TD01GL003364,7.948415628713047e-08,,,1.9640537005084393e-07,1.8403440032349243e-07,1.2681939203178484e-07,1.3674367302019973e-07,1.51e-08
TD01GL003367,2.8842283028553333e-06,,8.493234437054032e-07,3.0653873323632845e-06,1.887008678025058e-06,1.730286554141263e-06,2.317569939002984e-06,2.13e-06
TD01GL003368,4.631883350616295e-08,8.102820424978701e-08,6.788132933787161e-09,4.9452102667938324e-08,2.5885982414399685e-08,6.241829490389851e-08,3.801653876710392e-08,
TD01GL003369,9.401912790969405e-07,7.521406095847157e-08,1.5334146075323675e-07,1.050179463598464e-06,3.927826989915973e-07,7.552907533484454e-07,7.594304617571358e-07,
TD01GL003370,3.4224649174661503e-08,,5.491993203264209e-09,2.040241135196965e-08,7.317460209193995e-08,7.394619444136783e-08,3.449279433021066e-08,
TD01GL003376,4.55346225114612e-08,,5.807784712591399e-08,6.549967394561156e-08,8.261079895722325e-07,4.4824202563387296e-07,2.852871557822185e-07,6.41e-08
TD01GL003377,2.2717405493566823e-07,,1.3018063339660559e-07,2.125597185467046e-07,1.782536320475006e-06,8.377850533974471e-07,5.584212134619614e-07,
TD01GL003378,2.401502181243879e-08,,4.220580488894856e-08,2.6723461472607488e-08,7.963626294039813e-07,2.1753595857549295e-07,1.574793684027336e-07,
TD01GL003380,1.6605082251203147e-08,,1.3824084601306612e-08,6.051100874063476e-08,4.2298764954151684e-07,8.921933856951386e-08,2.7432250279089353e-08,
TD01GL003381,1.684445911352183e-08,,,,,,,
TD01GL003383,1.0989595533951276e-07,1.6509357313589193e-07,5.947419737518614e-08,7.286081061582917e-08,,,,
TD01GL003384,2.0013930378696246e-07,2.006598568163804e-08,9.828090023228182e-08,2.6377632917729265e-07,2.456317781072838e-07,1.7048990841588288e-07,1.7218282661416763e-07,
TD01GL003387,,,8.550030400885803e-09,2.826542338156326e-08,,,,
TD01GL003388,4.9525810889364804e-08,,8.489523478289314e-09,4.365054490082905e-08,4.4408819570683885e-08,2.6344655536045662e-08,3.489806561511313e-08,
TD01GL003391,1.9465635754296746e-07,2.5005322512626495e-08,2.9126949214059857e-08,2.0710452359151716e-07,1.6006189912650053e-07,1.800265899116075e-07,2.4061719584055683e-07,5.389999999999999e-07
TD01GL003392,,6.357408112824193e-08,,,,,,
TD01GL003393,6.070864492504046e-08,,6.3854158702919464e-09,1.0110876064669095e-07,5.091434752428088e-08,3.049897884284169e-08,4.032762693502543e-08,
TD01GL003394,,4.115806616695748e-08,2.4878154965355647e-08,5.695211481483623e-08,,,,
TD01GL003400,2.916638333761001e-08,,,,,,,
TD01GL003401,1.1622584394683749e-07,,2.1773987440526605e-08,7.705143234975948e-08,1.0835951864166216e-07,7.27194998045149e-08,3.446880234513154e-08,
TD01GL003404,,,,,,,,3.58e-08
TD01GL003405,,,,,,,,9.41e-08
TD01GL003406,,,,,,,,2.3100000000000002e-08
TD01GL003410,3.774037013919931e-07,6.221615594379508e-08,8.708963515674099e-08,3.940248730220067e-07,1.651195805740669e-07,3.283852614599314e-07,2.461602543763309e-07,
TD01GL003412,2.872291058708319e-07,,7.212389837494462e-08,4.2515632836674366e-07,2.346076028492418e-06,9.01765527698295e-07,8.132890803411977e-07,7.05e-08
TD01GL003413,1.3837429351182344e-07,,5.054404229366463e-08,2.705856160366244e-07,2.1054977178626917e-06,5.875810851017636e-07,6.809532471209227e-07,
TD01GL003414,7.633919547627475e-08,,1.5466980402902834e-08,1.4904388005978296e-07,1.1695367264751266e-06,4.970758720449495e-07,3.451919884603133e-07,
TD01GL003415,1.510328009787377e-07,,1.785467707913743e-08,,,,,
TD01GL003416,2.715273041821858e-08,,,3.8823822100664704e-08,1.3649752449683565e-06,5.073888824632415e-07,5.71068754111588e-07,
TD01GL003419,7.965365209146541e-07,3.706128259487154e-08,3.2934440213767846e-08,1.0979477492430483e-06,1.4442379969575899e-05,6.105046390612048e-06,7.225924423591735e-06,7.79e-08
TD01GL003420,5.6504296141756174e-08,,1.6506136902116846e-08,1.2488900194260296e-07,4.822404896448675e-07,1.9464893147553938e-07,1.4703800237516008e-07,
TD01GL003421,7.700431540033444e-07,,5.9459655199545746e-08,1.220285930722048e-06,4.7482649579918135e-06,2.1135618013961812e-06,2.214952657868048e-06,4.37e-08
TD01GL003422,9.523712944459068e-08,,,2.1321014318034544e-07,1.7829076944760722e-06,9.453335534493271e-07,6.346480705095945e-07,
TD01GL003425,,8.649402372143056e-08,3.115147365832024e-08,1.0768299138636886e-07,,,,
TD01GL003432,6.623466332543663e-08,,1.1000392866566037e-08,5.02945091637049e-08,,,,
